name,type,habitat,ele_upper,ele_lower,category
Nanorana minica,AMPHIBIAN,For_Wet,,,VU
Nanorana liebigii,AMPHIBIAN,Shr_Wet,,,LC
Duttaphrynus himalayanus,AMPHIBIAN,Cro_For_Shr_Wat_Wet,,,LC
Nanorana parkeri,AMPHIBIAN,For_Gra_Shr_Wet,,,LC
Scutiger boulengeri,AMPHIBIAN,Gra_Wet,,,LC
Scutiger sikimmensis,AMPHIBIAN,For_Gra_Wet,,,LC
Amolops formosus,AMPHIBIAN,For_Wet,,,LC
Nanorana polunini,AMPHIBIAN,For_Wet,,,LC
Asio otus,BIRD,For_Gra_Shr_Wet,2750.0,0.0,LC
Buteo rufinus,BIRD,Cro_For_Gra_Shr,3900.0,0.0,LC
Circus aeruginosus,BIRD,Cro_Gra_Wat_Wet,3000.0,0.0,LC
Circus cyaneus,BIRD,Cro_For_Gra_Shr_Wet,3000.0,0.0,LC
Circus melanoleucos,BIRD,Cro_Gra_Shr_Wet,2100.0,,LC
Cuculus optatus,BIRD,For_Shr,4500.0,0.0,LC
Cuculus saturatus,BIRD,For,4500.0,0.0,LC
Falco amurensis,BIRD,Cro_For_Gra_Wet,,,LC
Falco cherrug,BIRD,Cro_For_Gra_Shr_Wat_Wet,4700.0,0.0,EN
Falco tinnunculus,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,3500.0,0.0,LC
Haliaeetus leucoryphus,BIRD,Wet,5000.0,,EN
Vanellus leucurus,BIRD,Wat_Wet,,,LC
Ficedula superciliaris,BIRD,Cro_For_Gra_Imp,,,LC
Saxicola torquatus,BIRD,Cro_For_Gra_Imp_Shr_Wet,3200.0,,LC
Anas crecca,BIRD,Cro_For_Shr_Wat_Wet,,,LC
Upupa epops,BIRD,Gra_Imp,3650.0,,LC
Alectoris chukar,BIRD,Gra_Shr,4500.0,,LC
Anthus richardi,BIRD,Cro,1800.0,,LC
Anthus rubescens,BIRD,Cro_Gra_Wat_Wet,2700.0,,LC
Anthus similis,BIRD,Cro_Gra,2600.0,600.0,LC
Aquila heliaca,BIRD,Cro_For_Gra_Shr_Wet,1600.0,0.0,VU
Ardea alba,BIRD,Gra_Wat_Wet,1500.0,,LC
Athene noctua,BIRD,Cro_Gra_Imp_Shr,2600.0,,LC
Aythya nyroca,BIRD,Wat_Wet,880.0,0.0,NT
Cuculus canorus,BIRD,For_Gra_Shr,3800.0,,LC
Cyanecula svecica,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,2000.0,,LC
Ficedula ruficauda,BIRD,For,3300.0,1200.0,LC
Fringilla coelebs,BIRD,Cro_For_Imp_Shr,,,LC
Fulica atra,BIRD,Gra_Wat_Wet,3500.0,,LC
Gallinula chloropus,BIRD,Wat_Wet,4000.0,,LC
Himantopus himantopus,BIRD,Gra_Wat_Wet,4200.0,,LC
Hirundapus caudacutus,BIRD,For_Gra_Shr,4000.0,,LC
Hirundo rustica,BIRD,Cro_Gra_Imp_Shr_Wat_Wet,3000.0,,LC
Ixobrychus minutus,BIRD,Cro_For_Gra_Wat_Wet,1800.0,,LC
Motacilla alba,BIRD,Bar_Gra_Wat_Wet,5000.0,,LC
Motacilla citreola,BIRD,Cro_Wat_Wet,4600.0,,LC
Muscicapa dauurica,BIRD,For_Imp,,,LC
Muscicapa sibirica,BIRD,For_Shr,4000.0,1400.0,LC
Passer domesticus,BIRD,Cro_For_Imp_Shr_Wat_Wet,4500.0,,LC
Phoenicurus ochruros,BIRD,Gra_Imp_Shr_Wat,3700.0,,LC
Phylloscopus burkii,BIRD,For,3800.0,250.0,LC
Podiceps cristatus,BIRD,Wat_Wet,3000.0,0.0,LC
Spatula clypeata,BIRD,Gra_Wat_Wet,,,LC
Sterna hirundo,BIRD,Wat_Wet,4000.0,0.0,LC
Tichodroma muraria,BIRD,,,,LC
Zapornia pusilla,BIRD,Gra_Wat_Wet,2450.0,,LC
Zoothera dauma,BIRD,For_Shr,3600.0,2400.0,LC
Chrysophlegma flavinucha,BIRD,For,2750.0,,LC
Columba hodgsonii,BIRD,For_Shr,4000.0,1800.0,LC
Columba leuconota,BIRD,Cro,5000.0,3000.0,LC
Cuculus poliocephalus,BIRD,For_Gra,3660.0,1500.0,LC
Dendrocopos hyperythrus,BIRD,For,4300.0,500.0,LC
Egretta garzetta,BIRD,For_Gra_Wat_Wet,2000.0,,LC
Anthus hodgsoni,BIRD,For_Gra_Shr,4000.0,,LC
Grus nigricollis,BIRD,Cro_Wet,4900.0,2100.0,NT
Hydrophasianus chirurgus,BIRD,Wet,,,LC
Ibidorhyncha struthersii,BIRD,Wet,4400.0,100.0,LC
Alauda gulgula,BIRD,Cro_Gra_Shr_Wat_Wet,4300.0,,LC
Anthus roseatus,BIRD,Gra_Wet,5000.0,2700.0,LC
Anthus rufulus,BIRD,Cro_Gra_Wat,2400.0,,LC
Chloris spinoides,BIRD,Cro_For_Shr,4400.0,1600.0,LC
Cettia brunnifrons,BIRD,For_Gra_Shr,,,LC
Phoenicurus leucocephalus,BIRD,Wet,,,LC
Pyrrhocorax pyrrhocorax,BIRD,Gra_Shr_Wat,,,LC
Fringilla montifringilla,BIRD,Cro_For_Shr,,,LC
Larus ridibundus,BIRD,Cro_Gra_Imp_Wat_Wet,,,LC
Phylloscopus castaniceps,BIRD,For,,,LC
Lerwa lerwa,BIRD,Gra_Shr,5000.0,3000.0,LC
Limosa limosa,BIRD,Cro_Gra_Wat_Wet,,,NT
Lophophorus impejanus,BIRD,For_Shr,4500.0,2100.0,LC
Lophura leucomelanos,BIRD,Cro_For_Shr,,25.0,LC
Calliope calliope,BIRD,Cro_For_Imp_Shr_Wat_Wet,,,LC
Chrysominla strigula,BIRD,For_Shr,,,LC
Pyrgilauda blanfordi,BIRD,Bar_Gra,5000.0,4200.0,LC
Chelidorhynx hypoxanthus,BIRD,For,,,LC
Phoenicurus fuliginosus,BIRD,Wat,4000.0,,LC
Phylloscopus whistleri,BIRD,For,2750.0,2000.0,LC
Numenius arquata,BIRD,Cro_For_Gra_Wat_Wet,,,NT
Pelecanus crispus,BIRD,Wat_Wet,,,NT
Oxyura leucocephala,BIRD,Wat_Wet,,,EN
Perdix hodgsoniae,BIRD,Cro_Gra_Shr,5600.0,3600.0,LC
Psilopogon virens,BIRD,For,3000.0,,LC
Phoenicurus frontalis,BIRD,Cro_For_Gra_Shr,,,LC
Streptopelia orientalis,BIRD,Cro_For_Imp_Shr_Wat,4000.0,,LC
Strix leptogrammica,BIRD,For,2500.0,750.0,LC
Strix nivicolum,BIRD,Cro_For_Imp_Shr,2350.0,,LC
Syrrhaptes tibetanus,BIRD,Bar,6000.0,3600.0,LC
Tachymarptis melba,BIRD,For_Gra_Imp_Shr_Wet,2800.0,,LC
Tadorna ferruginea,BIRD,Cro_Gra_Wat_Wet,,,LC
Tringa totanus,BIRD,Wat_Wet,,,LC
