name,type,habitat,ele_upper,ele_lower,category
Buteo rufinus,BIRD,Cro_For_Gra_Shr,3900.0,0.0,LC
Chlamydotis macqueenii,BIRD,Bar_Gra,,,VU
Circaetus gallicus,BIRD,Bar_For_Gra_Shr_Wet,2300.0,0.0,LC
Circus aeruginosus,BIRD,Cro_Gra_Wat_Wet,3000.0,0.0,LC
Circus macrourus,BIRD,Cro_For_Gra_Shr_Wet,4000.0,0.0,NT
Circus pygargus,BIRD,Cro_Gra_Shr_Wet,4000.0,0.0,LC
Cuculus optatus,BIRD,For_Shr,4500.0,0.0,LC
Falco cherrug,BIRD,Cro_For_Gra_Shr_Wat_Wet,4700.0,0.0,EN
Falco tinnunculus,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,3500.0,0.0,LC
Haliaeetus leucoryphus,BIRD,Wet,5000.0,,EN
Recurvirostra avosetta,BIRD,Gra_Wat_Wet,3000.0,,LC
Aythya ferina,BIRD,Wat_Wet,2690.0,0.0,VU
Aquila nipalensis,BIRD,Bar_For_Gra,3000.0,0.0,EN
Saxicola torquatus,BIRD,Cro_For_Gra_Imp_Shr_Wet,3200.0,,LC
Upupa epops,BIRD,Gra_Imp,3650.0,,LC
Milvus migrans,BIRD,Bar_Cro_For_Imp_Shr_Wat_Wet,4900.0,0.0,LC
Acanthis flammea,BIRD,For_Shr,,,LC
Alectoris chukar,BIRD,Gra_Shr,4500.0,,LC
Anas platyrhynchos,BIRD,Wat_Wet,1000.0,,LC
Anthus richardi,BIRD,Cro,1800.0,,LC
Anthus rubescens,BIRD,Cro_Gra_Wat_Wet,2700.0,,LC
Apus pacificus,BIRD,For_Imp,4000.0,,LC
Aquila heliaca,BIRD,Cro_For_Gra_Shr_Wet,1600.0,0.0,VU
Ardea alba,BIRD,Gra_Wat_Wet,1500.0,,LC
Ardea cinerea,BIRD,For_Gra_Wat_Wet,4000.0,,LC
Athene noctua,BIRD,Cro_Gra_Imp_Shr,2600.0,,LC
Aythya nyroca,BIRD,Wat_Wet,880.0,0.0,NT
Charadrius alexandrinus,BIRD,Bar_Gra_Wat_Wet,3000.0,,LC
Charadrius leschenaultii,BIRD,Bar_Gra_Wat_Wet,3000.0,,LC
Columba livia,BIRD,Cro,4500.0,,LC
Cuculus canorus,BIRD,For_Gra_Shr,3800.0,,LC
Cyanecula svecica,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,2000.0,,LC
Emberiza schoeniclus,BIRD,Cro_Wet,,,LC
Eremophila alpestris,BIRD,Cro_Gra_Shr_Wat,5400.0,,LC
Fulica atra,BIRD,Gra_Wat_Wet,3500.0,,LC
Galerida cristata,BIRD,Cro_Gra_Imp_Shr_Wat,3200.0,,LC
Himantopus himantopus,BIRD,Gra_Wat_Wet,4200.0,,LC
Hirundo rustica,BIRD,Cro_Gra_Imp_Shr_Wat_Wet,3000.0,,LC
Hydroprogne caspia,BIRD,Wat_Wet,,,LC
Lanius excubitor,BIRD,Bar_For_Gra_Shr_Wet,2800.0,,LC
Larus canus,BIRD,Gra_Wat_Wet,1400.0,,LC
Motacilla alba,BIRD,Bar_Gra_Wat_Wet,5000.0,,LC
Motacilla citreola,BIRD,Cro_Wat_Wet,4600.0,,LC
Muscicapa striata,BIRD,Cro_For_Gra_Imp_Shr,2200.0,,LC
Passer domesticus,BIRD,Cro_For_Imp_Shr_Wat_Wet,4500.0,,LC
Passer hispaniolensis,BIRD,Cro_For_Imp_Shr,,,LC
Phoenicurus ochruros,BIRD,Gra_Imp_Shr_Wat,3700.0,,LC
Phoenicurus phoenicurus,BIRD,Cro_For_Imp_Shr,2900.0,,LC
Platalea leucorodia,BIRD,For_Wat,,,LC
Podiceps cristatus,BIRD,Wat_Wet,3000.0,0.0,LC
Sterna hirundo,BIRD,Wat_Wet,4000.0,0.0,LC
Streptopelia decaocto,BIRD,Cro_Imp_Shr,,,LC
Streptopelia turtur,BIRD,Cro_For_Shr,1300.0,,VU
Sturnus vulgaris,BIRD,Cro_For_Gra_Imp_Shr_Wat,2000.0,,LC
Curruca communis,BIRD,Cro_Gra_Shr,,,LC
Curruca curruca,BIRD,Cro_For_Gra_Shr_Wet,2350.0,,LC
Zapornia pusilla,BIRD,Gra_Wat_Wet,2450.0,,LC
Zoothera aurea,BIRD,For_Shr,3600.0,,LC
Ciconia nigra,BIRD,Wet,2000.0,,LC
Columba rupestris,BIRD,Imp_Shr,5500.0,2000.0,LC
Dendrocopos leucopterus,BIRD,Bar_For_Shr,2500.0,,LC
Dendrocopos major,BIRD,For_Imp,2500.0,,LC
Falco subbuteo,BIRD,Cro_For_Gra_Imp_Shr_Wet,,,LC
Gallinago solitaria,BIRD,Gra_Wat_Wet,5000.0,1500.0,LC
Lagopus lagopus,BIRD,For_Gra_Shr,,,LC
Arundinax aedon,BIRD,Cro_Shr_Wet,,,LC
Anthus godlewskii,BIRD,Cro_Gra_Shr_Wet,3000.0,,LC
Pyrrhocorax pyrrhocorax,BIRD,Gra_Shr_Wat,,,LC
Emberiza cioides,BIRD,For_Gra_Shr,,,LC
Iduna rama,BIRD,Bar_Gra_Shr,,,LC
Larus ridibundus,BIRD,Cro_Gra_Imp_Wat_Wet,,,LC
Limosa limosa,BIRD,Cro_Gra_Wat_Wet,,,NT
Calliope calliope,BIRD,Cro_For_Imp_Shr_Wat_Wet,,,LC
Lyrurus tetrix,BIRD,For_Gra_Shr_Wet,3000.0,,LC
Oxyura leucocephala,BIRD,Wat_Wet,,,EN
Vanellus vanellus,BIRD,Cro_Gra_Shr_Wat,,,NT
Perdix dauurica,BIRD,For_Gra,3000.0,,LC
Phasianus colchicus,BIRD,Cro_For_Shr,,,LC
Petronia petronia,BIRD,Gra,,,LC
Syrrhaptes paradoxus,BIRD,Bar_Cro_Shr,3250.0,1850.0,LC
Tadorna ferruginea,BIRD,Cro_Gra_Wat_Wet,,,LC
Tetraogallus altaicus,BIRD,Gra,,400.0,LC
Carduelis caniceps,BIRD,Cro_For_Imp_Shr_Wet,,,LC
Carpodacus stoliczkae,BIRD,Bar_Gra,3350.0,2000.0,LC
Curruca nana,BIRD,Bar_Gra_Shr,2200.0,,LC
Delichon lagopodum,BIRD,Cro_For_Gra_Imp,4500.0,,LC
Luscinia megarhynchos,BIRD,Cro_For_Imp_Shr,1400.0,,LC
Lanius isabellinus,BIRD,Cro_Gra_Imp_Shr_Wet,3000.0,,LC
Phylloscopus humei,BIRD,For_Shr,3980.0,2000.0,LC
Oenanthe deserti,BIRD,Bar_Cro_Shr,2700.0,,LC
Oriolus oriolus,BIRD,For_Gra_Imp_Shr,2400.0,,LC
Panurus biarmicus,BIRD,Wet,3050.0,,LC
Cyanistes cyanus,BIRD,Cro_For_Shr_Wet,2500.0,,LC
Phoenicurus erythrogastrus,BIRD,Gra_Shr,5200.0,1500.0,LC
Phylloscopus fuscatus,BIRD,Cro_For_Gra_Shr_Wet,,,LC
Phylloscopus trochiloides,BIRD,Cro_For_Shr_Wet,4500.0,,LC
Podoces hendersoni,BIRD,Bar,3000.0,2000.0,LC
Riparia diluta,BIRD,Cro_Gra_Wat_Wet,4500.0,,LC
Rhodospiza obsoleta,BIRD,Cro_Gra,,,LC
Turdus atrogularis,BIRD,Cro_For_Gra_Shr_Wet,4200.0,,LC
Plectrophenax nivalis,BIRD,Gra_Wat,,,LC
Ficedula albicilla,BIRD,For,,,LC
Pica pica,BIRD,Cro_For_Imp_Shr,,,LC
Emberiza rustica,BIRD,Cro_For_Shr_Wet,,,VU
Phylloscopus inornatus,BIRD,For_Shr,2440.0,1000.0,LC
Corvus corax,BIRD,For_Gra_Shr,5000.0,,LC
Helopsaltes certhiola,BIRD,Cro_Gra_Shr_Wet,1900.0,,LC
Monticola saxatilis,BIRD,Gra_Shr,4000.0,1250.0,LC
Oenanthe isabellina,BIRD,Bar_Gra_Shr_Wat,2700.0,,LC
Oenanthe pleschanka,BIRD,Cro_For_Gra_Shr,3500.0,1200.0,LC
Passer ammodendri,BIRD,Bar_Shr,,,LC
Phylloscopus griseolus,BIRD,For_Shr,4575.0,2590.0,LC
Phylloscopus trochilus,BIRD,Cro_For_Gra_Shr_Wet,1000.0,,LC
Prunella collaris,BIRD,Cro_Shr,5000.0,1800.0,LC
Caprimulgus europaeus,BIRD,For_Gra_Shr,2800.0,,LC
Curruca nisoria,BIRD,For_Gra_Shr,,,LC
Netta rufina,BIRD,Wet,,,LC
