name,type,habitat,ele_upper,ele_lower,category
Nasutixalus yingjiangensis,AMPHIBIAN,For,1610.0,1610.0,EN
Leptobrachella yingjiangensis,AMPHIBIAN,For_Wet,1615.0,1615.0,DD
Raorchestes parvulus,AMPHIBIAN,For_Gra_Shr_Wet,1500.0,46.0,LC
Chirixalus nongkhorensis,AMPHIBIAN,For_Shr_Wet,1660.0,78.0,LC
Tylototriton verrucosus,AMPHIBIAN,For_Shr_Wat_Wet,1600.0,1500.0,NT
Amolops longimanus,AMPHIBIAN,For_Wet,2000.0,2000.0,DD
Megophrys glandulosa,AMPHIBIAN,For_Wet,,,LC
Kaloula verrucosa,AMPHIBIAN,Cro_Gra_Wat_Wet,2400.0,1430.0,LC
Nidirana pleuraden,AMPHIBIAN,Wat_Wet,2300.0,1150.0,LC
Tylototriton panwaensis,AMPHIBIAN,For_Wet,2256.0,1276.0,DD
Megophrys minor,AMPHIBIAN,For_Wet,,,LC
Nanorana yunnanensis,AMPHIBIAN,For_Gra_Wat_Wet,,,EN
Leptobrachium chapaense,AMPHIBIAN,For_Wet,1350.0,1000.0,LC
Megophrys feae,AMPHIBIAN,For_Wet,2800.0,950.0,LC
Zhangixalus feae,AMPHIBIAN,For_Wet,2000.0,600.0,LC
Raorchestes longchuanensis,AMPHIBIAN,Shr,,,LC
Leptobrachium huashen,AMPHIBIAN,For_Wet,2400.0,1000.0,LC
Nanorana feae,AMPHIBIAN,,,,DD
Megophrys feii,AMPHIBIAN,For_Wet,1200.0,700.0,NT
Hyla annectans,AMPHIBIAN,Cro_For_Imp_Wat_Wet,,,LC
Odorrana macrotympana,AMPHIBIAN,For_Wet,500.0,250.0,DD
Leptobrachella purpura,AMPHIBIAN,For_Wet,1615.0,1615.0,DD
Odorrana andersonii,AMPHIBIAN,,,,
Ichthyophis bannanicus,AMPHIBIAN,For_Wat_Wet,,,LC
Polypedates mutus,AMPHIBIAN,For_Wat_Wet,,,LC
Odorrana chloronota,AMPHIBIAN,For_Wet,1900.0,100.0,LC
Megophrys parva,AMPHIBIAN,For_Wet,,,LC
Chirixalus doriae,AMPHIBIAN,For_Shr_Wat_Wet,1630.0,,LC
Rohanixalus vittatus,AMPHIBIAN,For_Gra_Wat_Wet,,,LC
Megophrys major,AMPHIBIAN,For_Wet,,,LC
Hydrophylax leptoglossa,AMPHIBIAN,For_Wet,700.0,15.0,LC
Rhacophorus rhodopus,AMPHIBIAN,For_Wet,2100.0,250.0,LC
Rhacophorus maximus,AMPHIBIAN,For_Wat_Wet,,,LC
