name,type,habitat,ele_upper,ele_lower,category
Nanorana parkeri,AMPHIBIAN,For_Gra_Shr_Wet,,,LC
Scutiger boulengeri,AMPHIBIAN,Gra_Wet,,,LC
Cuculus optatus,BIRD,For_Shr,4500.0,0.0,LC
Falco cherrug,BIRD,Cro_For_Gra_Shr_Wat_Wet,4700.0,0.0,EN
Falco tinnunculus,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,3500.0,0.0,LC
Haliaeetus leucoryphus,BIRD,Wet,5000.0,,EN
Ficedula superciliaris,BIRD,Cro_For_Gra_Imp,,,LC
Saxicola torquatus,BIRD,Cro_For_Gra_Imp_Shr_Wet,3200.0,,LC
Upupa epops,BIRD,Gra_Imp,3650.0,,LC
Alaudala rufescens,BIRD,Gra_Shr_Wat,3000.0,,LC
Anas platyrhynchos,BIRD,Wat_Wet,1000.0,,LC
Anthus richardi,BIRD,Cro,1800.0,,LC
Apus pacificus,BIRD,For_Imp,4000.0,,LC
Aquila heliaca,BIRD,Cro_For_Gra_Shr_Wet,1600.0,0.0,VU
Ardea alba,BIRD,Gra_Wat_Wet,1500.0,,LC
Athene noctua,BIRD,Cro_Gra_Imp_Shr,2600.0,,LC
Aythya nyroca,BIRD,Wat_Wet,880.0,0.0,NT
Calliope pectardens,BIRD,For_Shr_Wet,3700.0,2700.0,NT
Cuculus canorus,BIRD,For_Gra_Shr,3800.0,,LC
Cyanecula svecica,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,2000.0,,LC
Eremophila alpestris,BIRD,Cro_Gra_Shr_Wat,5400.0,,LC
Fulica atra,BIRD,Gra_Wat_Wet,3500.0,,LC
Galerida cristata,BIRD,Cro_Gra_Imp_Shr_Wat,3200.0,,LC
Gallinula chloropus,BIRD,Wat_Wet,4000.0,,LC
Himantopus himantopus,BIRD,Gra_Wat_Wet,4200.0,,LC
Hirundapus caudacutus,BIRD,For_Gra_Shr,4000.0,,LC
Hirundo rustica,BIRD,Cro_Gra_Imp_Shr_Wat_Wet,3000.0,,LC
Motacilla alba,BIRD,Bar_Gra_Wat_Wet,5000.0,,LC
Motacilla citreola,BIRD,Cro_Wat_Wet,4600.0,,LC
Muscicapa sibirica,BIRD,For_Shr,4000.0,1400.0,LC
Phoenicurus ochruros,BIRD,Gra_Imp_Shr_Wat,3700.0,,LC
Sterna hirundo,BIRD,Wat_Wet,4000.0,0.0,LC
Tichodroma muraria,BIRD,,,,LC
Zapornia pusilla,BIRD,Gra_Wat_Wet,2450.0,,LC
Columba hodgsonii,BIRD,For_Shr,4000.0,1800.0,LC
Columba leuconota,BIRD,Cro,5000.0,3000.0,LC
Columba rupestris,BIRD,Imp_Shr,5500.0,2000.0,LC
Egretta garzetta,BIRD,For_Gra_Wat_Wet,2000.0,,LC
Anthus hodgsoni,BIRD,For_Gra_Shr,4000.0,,LC
Glareola maldivarum,BIRD,Cro_Gra_Wat_Wet,,,LC
Grus nigricollis,BIRD,Cro_Wet,4900.0,2100.0,NT
Ibidorhyncha struthersii,BIRD,Wet,4400.0,100.0,LC
Alauda gulgula,BIRD,Cro_Gra_Shr_Wat_Wet,4300.0,,LC
Anthus godlewskii,BIRD,Cro_Gra_Shr_Wet,3000.0,,LC
Anthus roseatus,BIRD,Gra_Wet,5000.0,2700.0,LC
Pterorhinus waddelli,BIRD,For_Shr,4600.0,2700.0,NT
Carpodacus waltoni,BIRD,Gra_Shr,4880.0,3950.0,LC
Phoenicurus leucocephalus,BIRD,Wet,,,LC
Pyrrhocorax pyrrhocorax,BIRD,Gra_Shr_Wat,,,LC
Ficedula tricolor,BIRD,Cro_For_Gra_Shr_Wet,,,LC
Calliope calliope,BIRD,Cro_For_Imp_Shr_Wat_Wet,,,LC
Pyrgilauda blanfordi,BIRD,Bar_Gra,5000.0,4200.0,LC
Chelidorhynx hypoxanthus,BIRD,For,,,LC
Spinus thibetanus,BIRD,For_Shr,4000.0,2800.0,LC
Perdix hodgsoniae,BIRD,Cro_Gra_Shr,5600.0,3600.0,LC
Phoenicurus frontalis,BIRD,Cro_For_Gra_Shr,,,LC
Streptopelia orientalis,BIRD,Cro_For_Imp_Shr_Wat,4000.0,,LC
Strix nivicolum,BIRD,Cro_For_Imp_Shr,2350.0,,LC
Syrrhaptes tibetanus,BIRD,Bar,6000.0,3600.0,LC
Tadorna ferruginea,BIRD,Cro_Gra_Wat_Wet,,,LC
Tetraogallus tibetanus,BIRD,Gra,5800.0,3700.0,LC
Tringa totanus,BIRD,Wat_Wet,,,LC
Calandrella dukhunensis,BIRD,Cro_Gra_Shr,,,LC
Carpodacus thura,BIRD,Gra_Shr,4600.0,2400.0,LC
Corvus macrorhynchos,BIRD,For_Imp_Wat_Wet,,,LC
Montifringilla henrici,BIRD,,,,LC
Niltava oatesi,BIRD,For,2565.0,750.0,LC
