name,type,habitat,ele_upper,ele_lower,category
Cuculus optatus,BIRD,For_Shr,4500.0,0.0,LC
Falco cherrug,BIRD,Cro_For_Gra_Shr_Wat_Wet,4700.0,0.0,EN
Haliaeetus leucoryphus,BIRD,Wet,5000.0,,EN
Aquila nipalensis,BIRD,Bar_For_Gra,3000.0,0.0,EN
Saxicola torquatus,BIRD,Cro_For_Gra_Imp_Shr_Wet,3200.0,,LC
Upupa epops,BIRD,Gra_Imp,3650.0,,LC
Alaudala rufescens,BIRD,Gra_Shr_Wat,3000.0,,LC
Alectoris chukar,BIRD,Gra_Shr,4500.0,,LC
Anas platyrhynchos,BIRD,Wat_Wet,1000.0,,LC
Anthus richardi,BIRD,Cro,1800.0,,LC
Aquila heliaca,BIRD,Cro_For_Gra_Shr_Wet,1600.0,0.0,VU
Ardea alba,BIRD,Gra_Wat_Wet,1500.0,,LC
Athene noctua,BIRD,Cro_Gra_Imp_Shr,2600.0,,LC
Aythya nyroca,BIRD,Wat_Wet,880.0,0.0,NT
Cyanecula svecica,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,2000.0,,LC
Eremophila alpestris,BIRD,Cro_Gra_Shr_Wat,5400.0,,LC
Himantopus himantopus,BIRD,Gra_Wat_Wet,4200.0,,LC
Hirundo rustica,BIRD,Cro_Gra_Imp_Shr_Wat_Wet,3000.0,,LC
Lanius excubitor,BIRD,Bar_For_Gra_Shr_Wet,2800.0,,LC
Larus canus,BIRD,Gra_Wat_Wet,1400.0,,LC
Motacilla alba,BIRD,Bar_Gra_Wat_Wet,5000.0,,LC
Motacilla citreola,BIRD,Cro_Wat_Wet,4600.0,,LC
Phoenicurus ochruros,BIRD,Gra_Imp_Shr_Wat,3700.0,,LC
Rallus aquaticus,BIRD,Gra_Wat_Wet,2000.0,,LC
Streptopelia decaocto,BIRD,Cro_Imp_Shr,,,LC
Streptopelia turtur,BIRD,Cro_For_Shr,1300.0,,VU
Curruca curruca,BIRD,Cro_For_Gra_Shr_Wet,2350.0,,LC
Tichodroma muraria,BIRD,,,,LC
Columba leuconota,BIRD,Cro,5000.0,3000.0,LC
Columba rupestris,BIRD,Imp_Shr,5500.0,2000.0,LC
Dendrocopos major,BIRD,For_Imp,2500.0,,LC
Ibidorhyncha struthersii,BIRD,Wet,4400.0,100.0,LC
Alauda gulgula,BIRD,Cro_Gra_Shr_Wat_Wet,4300.0,,LC
Anthus godlewskii,BIRD,Cro_Gra_Shr_Wet,3000.0,,LC
Anthus roseatus,BIRD,Gra_Wet,5000.0,2700.0,LC
Carpodacus roborowskii,BIRD,,5400.0,4500.0,LC
Carpodacus waltoni,BIRD,Gra_Shr,4880.0,3950.0,LC
Pyrrhocorax pyrrhocorax,BIRD,Gra_Shr_Wat,,,LC
Calliope calliope,BIRD,Cro_For_Imp_Shr_Wat_Wet,,,LC
Pyrgilauda blanfordi,BIRD,Bar_Gra,5000.0,4200.0,LC
Spinus thibetanus,BIRD,For_Shr,4000.0,2800.0,LC
Pelecanus crispus,BIRD,Wat_Wet,,,NT
Tadorna ferruginea,BIRD,Cro_Gra_Wat_Wet,,,LC
Tetraogallus tibetanus,BIRD,Gra,5800.0,3700.0,LC
Tringa totanus,BIRD,Wat_Wet,,,LC
Carpodacus stoliczkae,BIRD,Bar_Gra,3350.0,2000.0,LC
Lanius isabellinus,BIRD,Cro_Gra_Imp_Shr_Wet,3000.0,,LC
Oenanthe deserti,BIRD,Bar_Cro_Shr,2700.0,,LC
Panurus biarmicus,BIRD,Wet,3050.0,,LC
Phoenicurus erythrogastrus,BIRD,Gra_Shr,5200.0,1500.0,LC
Phylloscopus fuscatus,BIRD,Cro_For_Gra_Shr_Wet,,,LC
Phylloscopus trochiloides,BIRD,Cro_For_Shr_Wet,4500.0,,LC
Riparia diluta,BIRD,Cro_Gra_Wat_Wet,4500.0,,LC
Turdus atrogularis,BIRD,Cro_For_Gra_Shr_Wet,4200.0,,LC
Carpodacus rubicilla,BIRD,Gra_Shr,5000.0,2500.0,LC
Ficedula albicilla,BIRD,For,,,LC
Phylloscopus inornatus,BIRD,For_Shr,2440.0,1000.0,LC
Calandrella acutirostris,BIRD,Bar,5000.0,1000.0,LC
Carpodacus puniceus,BIRD,Gra,5700.0,3900.0,LC
Corvus corax,BIRD,For_Gra_Shr,5000.0,,LC
Melanocorypha mongolica,BIRD,Gra,,,LC
Monticola saxatilis,BIRD,Gra_Shr,4000.0,1250.0,LC
Mycerobas carnipes,BIRD,For_Shr,4600.0,2800.0,LC
Oenanthe isabellina,BIRD,Bar_Gra_Shr_Wat,2700.0,,LC
Passer ammodendri,BIRD,Bar_Shr,,,LC
Phylloscopus griseolus,BIRD,For_Shr,4575.0,2590.0,LC
Prunella collaris,BIRD,Cro_Shr,5000.0,1800.0,LC
Alectoris magna,BIRD,Gra,4000.0,1300.0,LC
Charadrius mongolus,BIRD,Cro_For_Gra_Wat_Wet,,,LC
Apus apus,BIRD,Bar_Cro_For_Gra_Imp_Shr_Wet,3300.0,,LC
Bubo bubo,BIRD,Cro_For_Shr,4500.0,,LC
Linaria flavirostris,BIRD,Gra_Shr,,,LC
Carpodacus erythrinus,BIRD,Cro_For_Shr_Wet,2700.0,2000.0,LC
Montifringilla nivalis,BIRD,,,,LC
Passer montanus,BIRD,Cro_For_Imp_Shr,,,LC
Carpodacus sillemi,BIRD,,5125.0,4950.0,DD
Gypaetus barbatus,BIRD,Gra_Imp_Shr,7500.0,1000.0,NT
Gyps himalayensis,BIRD,Gra_Shr,5500.0,1200.0,NT
Pseudopodoces humilis,BIRD,Gra_Shr,5500.0,3100.0,LC
Anthropoides virgo,BIRD,Bar_Cro_Gra_Shr_Wat_Wet,3000.0,,LC
Buteo hemilasius,BIRD,Bar_Cro_Gra,5000.0,,LC
Emberiza godlewskii,BIRD,Cro_Shr,,,LC
Pyrgilauda ruficollis,BIRD,Gra_Imp,5000.0,3800.0,LC
Turdus ruficollis,BIRD,For_Gra_Shr,3900.0,,LC
Leucosticte brandti,BIRD,Gra_Wet,6000.0,3950.0,LC
Leucosticte nemoricola,BIRD,Gra,4300.0,1800.0,LC
Prunella fulvescens,BIRD,For_Shr,5100.0,2400.0,LC
Aegypius monachus,BIRD,For_Gra_Shr,4500.0,300.0,NT
Falco naumanni,BIRD,Bar_Cro_Gra_Imp,2400.0,0.0,LC
Mergus merganser,BIRD,For_Wat_Wet,1900.0,1900.0,LC
Tetraogallus himalayensis,BIRD,Gra,4570.0,3600.0,LC
Ovis ammon,MAMMALS,Bar_Gra_Shr,5500.0,400.0,NT
Eolagurus przewalskii,MAMMALS,Gra_Shr,,,LC
Ursus arctos,MAMMALS,Bar_For_Gra_Shr_Wet,5000.0,0.0,LC
Cardiocranius paradoxus,MAMMALS,Bar,700.0,,DD
Dipus sagitta,MAMMALS,Bar_Shr,3000.0,,LC
Phodopus roborovskii,MAMMALS,Bar_Shr,,,LC
Mustela eversmanii,MAMMALS,Gra_Shr,5050.0,0.0,LC
Meles leucurus,MAMMALS,For_Gra_Shr,3205.0,0.0,LC
Lynx lynx,MAMMALS,Bar_For_Gra_Shr,5500.0,0.0,LC
Cricetulus migratorius,MAMMALS,Bar_Cro_For_Imp_Shr,4300.0,0.0,LC
Vulpes vulpes,MAMMALS,Bar_Cro_For_Imp_Shr_Wet,4500.0,0.0,LC
Canis lupus,MAMMALS,Bar_For_Gra_Shr_Wet,3000.0,0.0,LC
Martes foina,MAMMALS,For_Imp_Shr,4200.0,0.0,LC
Otocolobus manul,MAMMALS,Bar_Gra_Shr,5593.0,440.0,LC
Ochotona macrotis,MAMMALS,,6400.0,2300.0,LC
Ochotona ladacensis,MAMMALS,Gra,5400.0,4200.0,LC
Gazella subgutturosa,MAMMALS,Bar_Gra_Shr,2700.0,0.0,VU
Microtus limnophilus,MAMMALS,Bar_Gra_Shr,,,LC
Panthera uncia,MAMMALS,Gra_Shr,5800.0,500.0,VU
Euchoreutes naso,MAMMALS,Bar_Shr,,,LC
Eptesicus gobiensis,MAMMALS,Bar_Gra_Shr,,,LC
Meriones meridianus,MAMMALS,Bar_Shr,1600.0,,LC
Pantholops hodgsonii,MAMMALS,Gra,,,NT
Lepus oiostolus,MAMMALS,Bar_Gra_Shr,5400.0,2500.0,LC
Pseudois nayaur,MAMMALS,Bar_Shr,5500.0,2500.0,LC
Vulpes ferrilata,MAMMALS,Bar_Gra_Shr,5200.0,2500.0,LC
Equus kiang,MAMMALS,Bar_Gra_Shr,5400.0,2700.0,LC
Ochotona curzoniae,MAMMALS,Bar_Gra,5000.0,3000.0,LC
Myotis laniger,MAMMALS,For,,,LC
Cervus albirostris,MAMMALS,For_Gra_Shr,5100.0,3500.0,VU
Marmota himalayana,MAMMALS,Bar_Gra_Shr,5500.0,2900.0,LC
Phaiomys leucurus,MAMMALS,For_Gra,4500.0,,LC
Procapra picticaudata,MAMMALS,Gra,5750.0,,NT
Bos mutus,MAMMALS,Bar_Gra,6100.0,4000.0,VU
Alticola stoliczkanus,MAMMALS,For_Gra_Shr,,4000.0,LC
Mus musculus,MAMMALS,Cro_Imp_Shr_Wat_Wet,,,LC
Alsophylax przewalskii,REPTILES,Bar,1400.0,500.0,LC
Eremias velox,REPTILES,Bar_Cro_Gra_Shr,1900.0,80.0,LC
Phrynocephalus vlangalii,REPTILES,Bar_Gra_Shr,4500.0,2000.0,LC
Phrynocephalus frontalis,REPTILES,Bar_Gra,1800.0,500.0,LC
Eremias przewalskii,REPTILES,Bar_For_Shr_Wet,1800.0,500.0,LC
Eremias vermiculata,REPTILES,Bar_Shr_Wet,1900.0,600.0,LC
Eremias buechneri,REPTILES,Bar,3500.0,800.0,LC
